525	169521
526	956170
527	956197
528	170128
529	957148
530	170822
531	695186
532	433774
533	433884
534	684023
535	696328
536	66838
537	696615
538	172377
539	696770
540	958939
541	434662
542	697064
543	596813
544	959496
545	946394
546	697904
547	960155
548	698036
549	960689
550	174888
551	699546
552	961850
553	815705
554	175727
555	176189
556	700556
557	962701
558	176732
559	982316
560	439098
561	176973
562	160655
563	177659
564	440461
565	117134
566	178533
567	178630
568	178974
569	965506
570	248372
571	180266
572	705492
573	947722
574	968238
575	181980
576	182127
577	182966
578	102115
579	708028
580	708235
581	970743
582	708602
583	970958
584	467732
585	1035712
586	972512
587	186129
588	972639
589	710547
590	973633
591	74929
592	449693
593	188350
594	188655
595	188740
596	774235
597	118882
598	451172
599	451301
600	190072
601	793544
602	170613
603	191566
604	579135
605	1036543
606	652473
607	687701
608	194341
609	981627
610	591348
611	719907
612	251065
613	195808
614	982273
615	195963
616	950177
617	982772
618	458966
619	688184
620	197615
621	722476
622	722567
623	985919
624	863379
625	461830
626	724054
627	724318
628	525071
629	462415
630	950901
631	200522
632	626465
633	252075
634	726411
635	464388
636	988888
637	465230
638	203132
639	203230
640	203463
641	1038903
642	205140
643	950685
644	729711
645	992620
646	206277
647	163994
648	206430
649	206487
650	730960
651	427673
652	731212
653	68014
654	732515
655	209129
656	733571
657	471492
658	997262
659	735429
660	997788
661	735916
662	690695
663	164195
664	999334
665	999703
666	647362
667	740070
668	477979
669	478209
670	604001
671	1002637
672	1002855
673	1003472
674	479542
675	975609
676	480281
677	218561
678	735496
679	1005276
680	211247
681	735607
682	762628
683	1019875
684	435037
685	219740
686	1041527
687	1008090
688	1008296
689	1008469
690	746508
691	168174
692	1009241
693	485839
694	1010268
695	1010339
696	911133
697	1010632
698	749743
699	487955
700	243209
701	1012531
702	474636
703	736843
704	37846
705	490282
706	1014877
707	780836
708	1015042
709	753406
710	1015593
711	1015911
712	824692
713	1016597
714	1016954
715	755071
716	492953
717	755421
718	650196
719	1017795
720	231411
721	1017856
722	1017959
723	1018180
724	1018292
725	1018437
726	1047400
727	16469
728	1019021
729	1019054
730	1020036
731	1020342
732	234082
733	1020859
734	1020941
735	82793
736	496772
737	1021231
738	759107
739	1021354
740	252242
741	1021581
742	872011
743	1021896
744	1022480
745	170544
746	1023471
747	688759
748	1023906
749	762249
750	762523
751	1024953
752	461853
753	488053
754	1044914
755	240387
756	240733
757	240905
758	302398
759	503996
760	43003
761	505073
762	1029378
763	505194
764	1029538
765	767437
766	1029725
767	1030052
768	1030360
769	1030571
770	245132
771	245278
772	1032160
773	770071
774	245956
775	246211
776	246315
777	652774
778	565445
779	247229
780	247252
781	915067
782	247634
783	247826
784	248062
785	1034597
786	1034703
787	1034746
788	510464
789	248716
790	1035301
791	1035385
792	41505
793	249045
794	1035486
795	249060
796	249085
797	1035580
798	511376
799	511403
800	249295
801	249356
802	249557
803	249600
804	773937
805	511942
806	249973
807	250006
808	1036552
809	250310
810	513258
811	513333
812	251191
813	513655
814	982813
815	251974
816	776408
817	1038586
818	252197
819	252294
820	1038970
821	515653
822	864057
823	777954
824	253681
825	516296
826	254407
827	1041560
828	1041709
829	1041910
830	829140
831	1043511
832	1043649
833	519399
834	785661
835	782034
836	784213
837	1046429
838	961040
839	786260
